symbol,FullName,Exchange
JAPN,Horizon Kinetics Japan Owner Operator ETF,NASDAQ
JATT,JATT II Acquisition Corp - Ordinary Shares,NASDAQ
JAVA,JPMorgan Active Value ETF,NYSE Arca
JAZZ,Jazz Pharmaceuticals plc - Ordinary Shares,NASDAQ
JBBB,Janus Henderson B-BBB CLO ETF,Nasdaq
JBDI,JBDI Holdings Limited - Ordinary Shares,NASDAQ
JBGS,JBG SMITH Properties Common Shares,NYSE
JBHT,"J.B. Hunt Transport Services, Inc. - Common Stock",NASDAQ
JBI,"Janus International Group, Inc. Common Stock",NYSE
JBIO,"Jade Biosciences, Inc. - Common Stock",NASDAQ
JBK,Lehman ABS 3.50 3.50% Adjustable Corp Backed Tr Certs GS Cap I,NYSE
JBL,Jabil Inc. Common Stock,NYSE
JBLG,Leverage Shares 2X Long JBL Daily ETF,Nasdaq
JBLU,JetBlue Airways Corporation - Common Stock,NASDAQ
JBND,JPMorgan Active Bond ETF,NYSE
JBS,JBS N.V. Class A Common Shares,NYSE
JBSS,"John B. Sanfilippo & Son, Inc. - Common Stock",NASDAQ
JBTM,JBT Marel Corporation Common Stock,NYSE
JCAL,JPMorgan California Tax Free Bond ETF,NYSE Arca
JCAP,"Jefferson Capital, Inc. - Common Stock",NASDAQ
JCE,Nuveen Core Equity Alpha Fund Common Shares of Beneficial Interest,NYSE
JCHI,JPMorgan Active China ETF,NYSE Arca
JCI,Johnson Controls International plc Ordinary Share,NYSE
JCPB,JPMorgan Core Plus Bond ETF,NYSE Arca
JCPI,JPMorgan Inflation Managed Bond ETF,NYSE Arca
JCSE,JE Cleantech Holdings Limited - Ordinary Shares,NASDAQ
JCTC,Jewett-Cameron Trading Company - Common Shares,NASDAQ
JD,"JD.com, Inc. - American Depositary Shares",NASDAQ
JDIV,JPMorgan Dividend Leaders ETF,NYSE Arca
JDOC,JPMorgan Healthcare Leaders ETF,NASDAQ
JDST,Direxion Daily Junior Gold Miners Index Bear 2X ETF,NYSE Arca
JDVI,John Hancock Disciplined Value International Select ETF,NYSE Arca
JDVL,John Hancock Disciplined Value Select ETF,NYSE Arca
JDZG,JIADE LIMITED - Class A Ordinary Shares,NASDAQ
JEDI,Defiance Drone and Modern Warfare ETF,NYSE Arca
JEF,Jefferies Financial Group Inc. Common Stock,NYSE
JELD,"JELD-WEN Holding, Inc. Common Stock",NYSE
JELH,Janus Henderson Equity Linked High Income ETF,Nasdaq
JELM,Janus Henderson Equity Linked Moderate Income ETF,Nasdaq
JEM,707 Cayman Holdings Limited - Ordinary Shares,NASDAQ
JEMA,JPMorgan ActiveBuilders Emerging Markets Equity ETF,NASDAQ
JEMB,Janus Henderson Emerging Markets Debt Hard Currency ETF,NYSE Arca
JENA,Jena Acquisition Corporation II Class A Ordinary Shares,NYSE
JENA.R,"Jena Acquisition Corporation II Rights, each right to acquire one-twentieth (1/20) of one Class A ordinary share",NYSE
JENA.U,"Jena Acquisition Corporation II Units, each consisting of one Class A ordinary share and one right",NYSE
JEPI,JPMorgan Equity Premium Income ETF,NYSE Arca
JEPQ,JPMorgan Nasdaq Equity Premium Income ETF,NASDAQ
JETD,MAX Airlines -3X Inverse Leveraged ETNs,NYSE Arca
JETS,U.S. Global Jets ETF,NYSE Arca
JETU,MAX Airlines 3X Leveraged ETNs,NYSE Arca
JF,J and Friends Holdings Limited - American Depositary Shares,NASDAQ
JFIN,Jiayin Group Inc. - American Depositary Shares,NASDAQ
JFLI,JPMorgan Flexible Income ETF,NYSE Arca
JFLX,JPMorgan Flexible Debt ETF,NYSE Arca
JFR,Nuveen Floating Rate Income Fund Common Stock,NYSE
JFU,9F Inc. - American Depositary Shares,NASDAQ
JG,Aurora Mobile Limited - American Depositary Shares,NASDAQ
JGH,Nuveen Global High Income Fund Common Shares of Beneficial Interest,NYSE
JGLO,JPMorgan Global Select Equity ETF,NASDAQ
JGRO,JPMorgan Active Growth ETF,NYSE Arca
JGRW,Jensen Quality Growth ETF,NYSE Arca
JHAC,John Hancock Fundamental All Cap Core ETF,NYSE Arca
JHAI,Janus Henderson Global Artificial Intelligence ETF,NASDAQ
JHCB,John Hancock Corporate Bond ETF,NYSE Arca
JHCP,John Hancock Core Plus Bond ETF,NYSE Arca
JHCR,John Hancock Core Bond ETF,NYSE Arca
JHDG,John Hancock Hedged Equity ETF,NYSE Arca
JHDV,John Hancock U.S. High Dividend ETF,NYSE Arca
JHEM,John Hancock Multifactor Emerging Markets ETF,NYSE Arca
JHHY,John Hancock High Yield ETF,NYSE Arca
JHI,John Hancock Investors Trust Common Stock,NYSE
JHID,John Hancock International High Dividend ETF,NYSE Arca
JHLN,John Hancock Global Senior Loan ETF,NYSE Arca
JHMB,John Hancock Mortgage-Backed Securities ETF,NYSE Arca
JHMD,John Hancock Multifactor Developed International ETF,NYSE Arca
JHML,John Hancock Multifactor Large Cap ETF,NYSE Arca
JHMM,John Hancock Multifactor Mid Cap ETF,NYSE Arca
JHMU,John Hancock Dynamic Municipal Bond ETF,NYSE Arca
JHPI,John Hancock Preferred Income ETF,NYSE Arca
JHS,John Hancock Income Securities Trust Common Stock,NYSE
JHSC,John Hancock Multifactor Small Cap ETF,NYSE Arca
JHX,James Hardie Industries plc. Ordinary Shares,NYSE
JIDE,JPMorgan International Dynamic ETF,NYSE Arca
JIG,JPMorgan International Growth ETF,NYSE Arca
JIII,Janus Henderson Income ETF,NYSE Arca
JILL,"J. Jill, Inc. Common Stock",NYSE
JIRE,JPMorgan International Research Enhanced Equity ETF,NYSE Arca
JIVE,JPMorgan International Value ETF,NASDAQ
JJSF,J & J Snack Foods Corp. - Common Stock,NASDAQ
JKHY,"Jack Henry & Associates, Inc. - Common Stock",NASDAQ
JKS,JinkoSolar Holding Company Limited American Depositary Shares (each representing 4 Common Shares),NYSE
JL,J-Long Group Limited - Class A Ordinary Shares,NASDAQ
JLCO,John Hancock Large Cap Opportunities ETF,NYSE Arca
JLHL,Julong Holding Limited - Class A Ordinary Shares,NASDAQ
JLL,Jones Lang LaSalle Incorporated Common Stock,NYSE
JLQD,Janus Henderson Corporate Bond ETF,NYSE Arca
JLS,Nuveen Mortgage and Income Fund,NYSE
JLVP,JPMorgan U.S. Large Cap Value Plus ETF,NASDAQ
JMBS,Janus Henderson Mortgage-Backed Securities ETF,NYSE Arca
JMEE,JPMorgan Small & Mid Cap Enhanced Equity ETF,NYSE Arca
JMHI,JPMorgan High Yield Municipal ETF,NYSE Arca
JMIA,"Jumia Technologies AG American Depositary Shares, each representing two Ordinary Shares",NYSE
JMID,Janus Henderson Mid Cap Growth Alpha ETF,NASDAQ
JMKE,Jersey Mike's Subs Inc. Class A Common Stock,NYSE
JMM,Nuveen Multi-Market Income Fund (MA),NYSE
JMMF,JPMorgan 100% U.S. Treasury Securities Money Market ETF,NYSE Arca
JMOM,JPMorgan U.S. Momentum Factor ETF,NYSE Arca
JMSB,"John Marshall Bancorp, Inc. - Common Stock",NASDAQ
JMSI,JPMorgan Sustainable Municipal Income ETF,NYSE Arca
JMST,JPMorgan Ultra-Short Municipal Income ETF,NYSE Arca
JMTG,JPMorgan Mortgage-Backed Securities ETF,NYSE Arca
JMUB,JPMorgan Municipal ETF,NYSE Arca
JNEU,AllianzIM U.S. Equity Buffer15 Uncapped June ETF,Nasdaq
JNJ,Johnson & Johnson Common Stock,NYSE
JNK,State Street SPDR Bloomberg High Yield Bond ETF,NYSE Arca
JNUG,Direxion Daily Junior Gold Miners Index Bull 2X ETF,NYSE Arca
JOB,GEE Group Inc. Common Stock,NYSE American
JOBC,Corgi JOBY 2x Daily ETF,Nasdaq
JOBX,Tradr 2X Long JOBY Daily ETF,Nasdaq
JOBY,"Joby Aviation, Inc. Common Stock",NYSE
JOE,St. Joe Company (The) Common Stock,NYSE
JOET,Virtus Terranova U.S. Quality Momentum ETF,NYSE Arca
JOF,Japan Smaller Capitalization Fund Inc Common Stock,NYSE
JOJO,ATAC Credit Rotation ETF,NYSE Arca
JONE,Jones Ventures INTL Acquisition1 Corp - Class A Ordinary Shares,NASDAQ
JONER,Jones Ventures INTL Acquisition1 Corp - Rights,NASDAQ
JONEU,Jones Ventures INTL Acquisition1 Corp - Units,NASDAQ
JOUL,Corgi High Voltage Grid Equipment ETF,Nasdaq
JOUT,Johnson Outdoors Inc. - Class A Common Stock,NASDAQ
JOYT,JPMorgan Equity and Options Total Return ETF,NASDAQ
JOYY,JOYY Inc. - American Depositary Shares,NASDAQ
JPAN,Matthews Japan Active ETF,NYSE Arca
JPC,Nuveen Preferred & Income Opportunities Fund,NYSE
JPEF,JPMorgan Equity Focus ETF,NASDAQ
JPEM,JPMorgan Diversified Return Emerging Markets Equity ETF,NYSE Arca
JPFP,JPMorgan Managed Futures Plus ETF,NASDAQ
JPHY,JPMorgan Active High Yield ETF,NYSE Arca
JPIB,JPMorgan International Bond Opportunities ETF,NYSE Arca
JPIE,JPMorgan Income ETF,NYSE Arca
JPIN,JPMorgan Diversified Return International Equity ETF,NYSE Arca
JPLD,JPMorgan Limited Duration Bond ETF,NYSE Arca
JPM,JP Morgan Chase & Co. Common Stock,NYSE
JPM$C,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of 6.00% Non-Cumulative  Preferred Stock, Series EE",NYSE
JPM$D,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th  interest in a share of 5.75% Non-Cumulative  Preferred Stock, Series DD",NYSE
JPM$J,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of JPMorgan Chase & Co. 4.75% Non-Cumulative Preferred Stock, Series GG",NYSE
JPM$K,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of 4.55% Non-Cumulative Preferred Stock, Series JJ",NYSE
JPM$L,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of 4.625% Non-Cumulative Preferred Stock, Series LL",NYSE
JPM$M,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of 4.20% Non-Cumulative Preferred Stock, Series MM",NYSE
JPMB,JPMorgan USD Emerging Markets Sovereign Bond ETF,NYSE Arca
JPME,JPMorgan Diversified Return U.S. Mid Cap Equity ETF,NYSE Arca
JPND,MicroSectors -3x Short Japan ETNs,Nasdaq
JPNU,MicroSectors 3x Long Japan ETNs,Nasdaq
JPO,YieldMax JP Option Income Strategy ETF,NYSE Arca
JPRE,JPMorgan Realty Income ETF,NYSE Arca
JPRF,JPMorgan Preferred and Income Securities ETF,NYSE Arca
JPSE,JPMorgan Diversified Return U.S. Small Cap Equity ETF,NYSE Arca
JPST,JPMorgan Ultra-Short Income ETF,NYSE Arca
JPSV,JPMorgan Active Small Cap Value ETF,NYSE Arca
JPUS,JPMorgan Diversified Return U.S. Equity ETF,NYSE Arca
JPXN,iShares JPX-Nikkei 400 ETF,NYSE Arca
JPY,Lazard Japanese Equity ETF,NASDAQ
JQC,Nuveen Credit Strategies Income Fund Shares of Beneficial Interest,NYSE
JQUA,JPMorgan U.S. Quality Factor ETF,NYSE Arca
JRI,Nuveen Real Asset Income and Growth Fund Common Shares of Beneficial Interest,NYSE
JRS,Nuveen Real Estate Income Fund Common Shares of Beneficial Interest,NYSE
JRSH,"Jerash Holdings (US), Inc. - Common Stock",NASDAQ
JRVR,"James River Group Holdings, Inc. - Common Stock",NASDAQ
JSCP,JPMorgan Short Duration Core Plus ETF,NYSE Arca
JSI,Janus Henderson Securitized Income ETF,NYSE Arca
JSM,"Navient Corporation - 6% Senior Notes due December 15, 2043",NASDAQ
JSMD,Janus Henderson Small/Mid Cap Growth Alpha ETF,NASDAQ
JSML,Janus Henderson Small Cap Growth Alpha ETF,NASDAQ
JSPR,"Jasper Therapeutics, Inc. - Class A Common Stock",NASDAQ
JSPRW,"Jasper Therapeutics, Inc. - Warrant",NASDAQ
JSTC,Adasina Social Justice All Cap Global ETF,NYSE Arca
JTAI,Jet.AI Inc. - Common Stock,NASDAQ
JTEK,JPMorgan U.S. Tech Leaders ETF,NASDAQ
JTNY,JPMorgan New York Tax Free Bond ETF,NYSE Arca
JTTT,JATT III Acquisition Corp - Ordinary Shares,NASDAQ
JUCY,Aptus Enhanced Yield ETF,Nasdaq
JUDB,Aptus July Deep Buffer ETF,Nasdaq
JUDO,Janus Henderson U.S. Equity Enhanced Income ETF,Nasdaq
JULB,Aptus July Buffer ETF,Nasdaq
JULC,Corgi U.S. Equities 10% Structured Buffer ETF - July Series,Nasdaq
JULH,Innovator Premium Income 20 Barrier ETF - July,Nasdaq
JULI,AllianzIM International Equity Buffer15 Uncapped Jul ETF,Nasdaq
JULJ,Innovator Premium Income 30 Barrier ETF - July,Nasdaq
JULM,FT Vest U.S. Equity Max Buffer ETF - July,Nasdaq
JULP,PGIM S&P 500 Buffer 12 ETF - July,Nasdaq
JULT,AllianzIM U.S. Large Cap Buffer10 Jul ETF,Nasdaq
JULU,AllianzIM U.S. Equity Buffer15 Uncapped Jul ETF,Nasdaq
JULV,VanEck U.S. Equity Buffer ETF - July,NYSE Arca
JULW,AllianzIM U.S. Large Cap Buffer20 Jul ETF,Nasdaq
JULZ,TrueShares Structured Outcome (July) ETF,Nasdaq
JUNC,Corgi U.S. Equities 10% Structured Buffer ETF - June Series,Nasdaq
JUNM,FT Vest U.S. Equity Max Buffer ETF - June,Nasdaq
JUNP,PGIM S&P 500 Buffer 12 ETF - June,Nasdaq
JUNS,"Jupiter Neurosciences, Inc. - Common Stock",NASDAQ
JUNT,AllianzIM U.S. Large Cap Buffer10 Jun ETF,Nasdaq
JUNW,AllianzIM U.S. Large Cap Buffer20 Jun ETF,Nasdaq
JUNZ,TrueShares Structured Outcome (June) ETF,Nasdaq
JUSA,JPMorgan U.S. Research Enhanced Large Cap ETF,NYSE Arca
JUST,Goldman Sachs JUST U.S. Large Cap Equity ETF,NYSE Arca
JVA,"Coffee Holding Co., Inc. - Common Stock",NASDAQ
JVAL,JPMorgan U.S. Value Factor ETF,NYSE Arca
JWEL,Jowell Global Ltd. - Ordinary Shares,NASDAQ
JXG,JX Luxventure Group Inc. - Common Stock,NASDAQ
JXI,iShares Global Utilities ETF,NYSE Arca
JXN,Jackson Financial Inc. Class A Common Stock,NYSE
JXN$A,"Jackson Financial Inc. Depositary Shares, each representing a 1/1,000th interest in a share of Fixed-Rate Reset Noncumulative Perpetual Preferred Stock, Series A",NYSE
JXX,Janus Henderson Transformational Growth ETF,Nasdaq
JYD,Jayud Global Logistics Limited - Class A Ordinary Shares,NASDAQ
JYNT,The Joint Corp. - Common Stock,NASDAQ
JZ,Jianzhi Education Technology Group Company Limited - American Depositary Shares,NASDAQ
JZXN,"Jiuzi Holdings, Inc. - Ordinary Shares",NASDAQ
KAI,Kadant Inc Common Stock,NYSE
KAIT,KraneShares Asia AI Technology ETF,NYSE Arca
KALA,"KALA BIO, Inc. - Common Stock",NASDAQ
KALU,Kaiser Aluminum Corporation - Common Stock,NASDAQ
KAMO,Kensington Credit Opportunities ETF,Nasdaq
KAPA,"Kairos Pharma, Ltd. Common Stock",NYSE American
KAPR,Innovator U.S. Small Cap Power Buffer ETF - April,Nasdaq
KARD,"Kardigan, Inc. - Common Stock",NASDAQ
KARO,Karooooo Ltd. - Ordinary shares,NASDAQ
KARS,KraneShares Electric Vehicles and Future Mobility Index ETF,NYSE Arca
KAT,Scharf ETF,NASDAQ
KAUG,Innovator US Small Cap Power Buffer ETF - August,Nasdaq
KAZR,Skyline Builders Group Holding Limited - Class A Ordinary Shares,NASDAQ
KB,KB Financial Group Inc,NYSE
KBA,KraneShares Bosera MSCI China A 50 Connect Index ETF,NYSE Arca
KBAB,KraneShares 2x Long BABA Daily ETF,NASDAQ
KBDC,"Kayne Anderson BDC, Inc. Common Stock",NYSE
KBDU,KraneShares 2x Long BIDU Daily ETF,NASDAQ
KBE,State Street SPDR S&P Bank ETF,NYSE Arca
KBFR,Innovator U.S. Small Cap Managed 10 Buffer ETF,NYSE Arca
KBH,KB Home Common Stock,NYSE
KBON,Karbon Capital Partners Corp. - Class A Ordinary Shares,NASDAQ
KBONU,Karbon Capital Partners Corp. - Units,NASDAQ
KBONW,Karbon Capital Partners Corp. - Warrant,NASDAQ
KBR,"KBR, Inc. Common Stock",NYSE
KBSX,FST Corp. - Ordinary Shares,NASDAQ
KBUF,KraneShares 90% KWEB Defined Outcome January 2027 ETF,NYSE Arca
KBWB,Invesco KBW Bank ETF,NASDAQ
KBWD,Invesco KBW High Dividend Yield Financial ETF,NASDAQ
KBWP,Invesco KBW Property & Casualty Insurance ETF,NASDAQ
KBWY,Invesco KBW Premium Yield Equity REIT ETF,NASDAQ
KC,Kingsoft Cloud Holdings Limited - American Depositary Shares,NASDAQ
KCA.U,"Kensington Capital Acquisition Corp. VI New Units, each consisting of one Class A Ordinary Share and three-quarters of one Class 2 Redeemable Warrant",NYSE
KCAC.U,"Kensington Capital Acquisition Corp. VI Units, each consisting of one Class A ordinary share, one-quarter of one Class 1 redeemable warrant and three-quarters of one Class 2 redeemable warrant",NYSE
KCAC.W,"Kensington Capital Acquisition Corp. VI Class 1 redeemable warrants, each exercisable for one Class A ordinary share at an exercise price of $11.50",NYSE
KCAI,KraneShares China Alpha Index ETF,NYSE Arca
KCCA,KraneShares California Carbon Allowance Strategy ETF,NYSE Arca
KCE,State Street SPDR S&P Capital Markets ETF,NYSE Arca
KCHV,Kochav Defense Acquisition Corp. - Class A Ordinary Shares,NASDAQ
KCHVR,Kochav Defense Acquisition Corp. - Right,NASDAQ
KCHVU,Kochav Defense Acquisition Corp. - Units,NASDAQ
KCOP,Kurv Copper & Mining Enhanced Income ETF,Nasdaq
KCSH,KraneShares Sustainable Ultra Short Duration Index ETF,NYSE Arca
KD,"Kyndryl Holdings, Inc. Common Stock",NYSE
KDEC,Innovator U.S. Small Cap Power Buffer ETF - December,Nasdaq
KDEF,PLUS Korea Defense Industry Index ETF,NYSE Arca
KDK,"Kodiak AI, Inc. - Common Stock",NASDAQ
KDKRW,"Kodiak AI, Inc. - Warrant",NASDAQ
KDP,Keurig Dr Pepper Inc. - Common Stock,NASDAQ
KDRN,Kingsbarn Tactical Bond ETF,NYSE Arca
KDVD,Keeley Dividend ETF,NYSE Arca
KE,"Kimball Electronics, Inc. - Common Stock",NASDAQ
KEAT,Keating Active ETF,NASDAQ
KEEL,Keel Infrastructure Corp. - Common Stock,NASDAQ
KEEX,Defiance Daily Target 2x Long KEEL ETF,Nasdaq
KELYA,"Kelly Services, Inc. - Class A Common Stock",NASDAQ
KELYB,"Kelly Services, Inc. - Class B Common Stock",NASDAQ
KEMQ,KraneShares Public-Private Emerging Markets Internet and Technology ETF,NYSE Arca
KEMX,KraneShares MSCI Emerging Markets ex China Index ETF,NYSE Arca
KEN,Kenon Holdings Ltd. Ordinary Shares,NYSE
KEO,Kurv Equity Option Income ETF,Nasdaq
KEP,Korea Electric Power Corporation Common Stock,NYSE
KEQU,Kewaunee Scientific Corporation - Common Stock,NASDAQ
KEX,Kirby Corporation Common Stock,NYSE
KEY,KeyCorp Common Stock,NYSE
KEY$I,"KeyCorp Depositary Shares Each Representing a 1/40th Ownership Interest in a Share of Fixed-to-Floating Rate Perpetual Non-Cumulative Preferred Stock, Series E",NYSE
KEY$J,"KeyCorp Depositary Shares each representing a 1/40th ownership interest in a share of Fixed Rate Perpetual Non-Cumulative Preferred Stock, Series F",NYSE
KEY$K,"KeyCorp Depositary Shares, each representing a 1/40th ownership interest in a share of Fixed Rate Perpetual Non-Cumulative Preferred Stock, Series G",NYSE
KEY$L,"KeyCorp Depositary Shares each representing a 1/40th ownership interest in a share of Fixed Rate Perpetual Non-Cumulative Preferred Stock, Series H",NYSE
KEYG,Leverage Shares 2X Long KEYS Daily ETF,Nasdaq
KEYS,Keysight Technologies Inc. Common Stock,NYSE
KEYX,Corgi KEYS 2x Daily ETF,Nasdaq
KEYY,Keystone Acquisition Corp. - Class A Ordinary Shares,NASDAQ
KEYYU,Keystone Acquisition Corp. - Unit,NASDAQ
KEYYW,Keystone Acquisition Corp. - Warrants,NASDAQ
KF,"Korea Fund, Inc. (The) New Common Stock",NYSE
KFEB,Innovator U.S. Small Cap Power Buffer ETF - February,Nasdaq
KFFB,Kentucky First Federal Bancorp - Common Stock,NASDAQ
KFII,K&F Growth Acquisition Corp. II - Class A Ordinary shares,NASDAQ
KFIIR,K&F Growth Acquisition Corp. II - Rights,NASDAQ
KFIIU,K&F Growth Acquisition Corp. II - Unit,NASDAQ
KFRC,"Kforce, Inc. Common Stock",NYSE
KFY,Korn Ferry Common Stock,NYSE
KG,"Kestrel Group, Ltd. - Common Stock",NASDAQ
KGC,Kinross Gold Corporation Common Stock,NYSE
KGEI,Kolibri Global Energy Inc. - Common stock,NASDAQ
KGLD,Kurv Gold Enhanced Income ETF,Nasdaq
KGRN,KraneShares MSCI China Clean Technology Index ETF,NYSE Arca
KGS,"Kodiak Gas Services, Inc. Common Stock",NYSE
KHC,The Kraft Heinz Company - Common Stock,NASDAQ
KHPI,Kensington Hedged Premium Income ETF,Nasdaq
KHYB,KraneShares Asia Pacific High Income USD Bond ETF,NYSE Arca
KIDS,OrthoPediatrics Corp. - Common Stock,NASDAQ
KIDZ,KIDZ AI Inc. - Class B Common Stock,NASDAQ
KIDZW,KIDZ AI Inc. - Warrants,NASDAQ
KIE,State Street SPDR S&P Insurance ETF,NYSE Arca
KIM,Kimco Realty Corporation (HC) Common Stock,NYSE
KIM$L,"Kimco Realty Corporation Class L Depositary Shares, each of which represents a one-one thousandth fractional interest in a share of 5.125% Class L Cumulative Redeemable Preferred Stock, liquidation preference $25,000.00 per share",NYSE
KIM$M,"Kimco Realty Corporation Class M Depositary Shares, each of which represents a one-one thousandth fractional interest in a share of 5.25% Class M Cumulative Redeemable Preferred Stock, liquidation preference $25,000.00 per share",NYSE
KIM$N,"Kimco Realty Corporation Depositary Shares, each representing 1/1,000th interest in a share of 7.25% Class N Cumulative Convertible Perpetual Preferred Stock",NYSE
KINS,"Kingstone Companies, Inc - Common Stock",NASDAQ
KIO,KKR Income Opportunities Fund Common Shares,NYSE
KIQQ,KraneShares InspereX Nasdaq Dynamic Buffered High Income Index ETF,NASDAQ
KITT,"Nauticus Robotics, Inc. - Common stock",NASDAQ
KITTW,"Nauticus Robotics, Inc. - Warrant",NASDAQ
KJAN,Innovator U.S. Small Cap Power Buffer ETF - January,Nasdaq
KJD,KraneShares 2x Long JD Daily ETF,NASDAQ
KJUL,Innovator U.S. Small Cap Power Buffer ETF - July,Nasdaq
KJUN,Innovator U.S. Small Cap Power Buffer ETF - June,Nasdaq
KKR,KKR & Co. Inc. Common Stock,NYSE
KKR$D,KKR & Co. Inc. 6.25% Series D Mandatory Convertible Preferred Stock,NYSE
KKRS,KKR Group Finance Co. IX LLC 4.625% Subordinated Notes due 2061,NYSE
KKRT,KKR & Co. Inc. 6.875% Subordinated Notes due 2065,NYSE
KLAC,KLA Corporation  - Common Stock,NASDAQ
KLAG,Leverage Shares 2x Long KLAC Daily ETF,NASDAQ
KLAR,Klarna Group plc Ordinary Shares,NYSE
KLC,"KinderCare Learning Companies, Inc. Common Stock",NYSE
KLIC,"Kulicke and Soffa Industries, Inc. - Common Stock",NASDAQ
KLIP,KraneShares KWEB Covered Call Strategy ETF,NYSE Arca
KLMN,Invesco MSCI North America Climate ETF,NYSE Arca
KLMT,Invesco MSCI Global Climate 500 ETF,NYSE Arca
KLRA,"Kailera Therapeutics, Inc. - Common stock",NASDAQ
KLRS,"Kalaris Therapeutics, Inc.  - Common Stock",NASDAQ
KLTR,"Kaltura, Inc. - Common Stock",NASDAQ
KLXE,"KLX Energy Services Holdings, Inc.  - Common Stock",NASDAQ
KLXER,"KLX Energy Services Holdings, Inc.  - Rights",NASDAQ
KMAR,Innovator U.S. Small Cap Power Buffer ETF - March,Nasdaq
KMAY,Innovator U.S. Small Cap Power Buffer ETF - May,Nasdaq
KMB,Kimberly-Clark Corporation - Common Stock,NASDAQ
KMCA,PLUS Korea Manufacturing Core Alliance Index ETF,NYSE Arca
KMDA,Kamada Ltd. - Ordinary Shares,NASDAQ
KMEM,Kurv Memory Select ETF,Nasdaq
KMI,"Kinder Morgan, Inc. Common Stock",NYSE
KMID,Virtus KAR Mid-Cap ETF,NYSE Arca
KMLI,KraneShares 2x Long MELI Daily ETF,NASDAQ
KMLM,KraneShares Mount Lucas Managed Futures Index Strategy ETF,NYSE Arca
KMPB,Kemper Corporation 5.875% Fixed-Rate Reset Junior Subordinated Debentures due 2062,NYSE
KMPR,Kemper Corporation,NYSE
KMRK,K-Tech Solutions Company Limited - Class A Ordinary Shares,NASDAQ
KMT,Kennametal Inc. Common Stock,NYSE
KMTS,"Kestra Medical Technologies, Ltd. - Common Stock",NASDAQ
KMX,CarMax Inc,NYSE
KN,Knowles Corporation Common Stock,NYSE
KNCT,Invesco Next Gen Connectivity ETF,NYSE Arca
KNDI,"Kandi Technologies Group, Inc. - Ordinary Shares",NASDAQ
KNF,Knife Riv Holding Co. Common Stock,NYSE
KNG,FT Vest S&P 500 Dividend Aristocrats Target Income ETF,Nasdaq
KNGZ,First Trust S&P 500 Diversified Dividend Aristocrats ETF,NASDAQ
KNO,AXS Knowledge Leaders ETF,NYSE Arca
KNOP,KNOT Offshore Partners LP Common Units representing Limited Partner Interests,NYSE
KNOV,Innovator U.S. Small Cap Power Buffer ETF - November,Nasdaq
KNOW,Fundamentals First ETF,Nasdaq
KNRG,Simplify Kayne Anderson Energy and Infrastructure Credit ETF,NYSE Arca
KNRX,KNOREX LTD. Class A Ordinary Shares,NYSE American
KNSA,"Kiniksa Pharmaceuticals International, plc - Class A Ordinary Shares",NASDAQ
KNSL,"Kinsale Capital Group, Inc. Common Stock",NYSE
KNTK,Kinetik Holdings Inc. Class A Common Stock,NYSE
KNX,Knight-Swift Transportation Holdings Inc.,NYSE
KO,Coca-Cola Company (The) Common Stock,NYSE
KOCT,Innovator U.S. Small Cap Power Buffer ETF - October,Nasdaq
KOD,Kodiak Sciences Inc - Common Stock,NASDAQ
KODK,Eastman Kodak Company Common New,NYSE
KOF,"Coca Cola Femsa S.A.B. de C.V.  American Depositary Shares, each representing 10 Units (each Unit consists of 3 Series B Shares and 5 Series L Shares)",NYSE
KOID,KraneShares Global Humanoid Robotics and Physical AI Index ETF,NASDAQ
KOKU,Xtrackers MSCI Kokusai Equity ETF,NYSE Arca
KOLD,ProShares UltraShort Bloomberg Natural Gas,NYSE Arca
KOMP,State Street SPDR S&P Kensho New Economies Composite ETF,NYSE Arca
KONG,Formidable Fortress ETF,Nasdaq
KOOL,North Shore Equity Rotation ETF,NYSE Arca
KOP,Koppers Holdings Inc. Common Stock,NYSE
KOPN,Kopin Corporation - Common Stock,NASDAQ
KORP,American Century Diversified Corporate Bond ETF,NYSE Arca
KORU,Direxion Daily South Korea Bull 3X ETF,NYSE Arca
KOS,Kosmos Energy Ltd. Common Shares (DE),NYSE
KOSS,Koss Corporation - Common Stock,NASDAQ
KOYN,CSLM Digital Asset Acquisition Corp III - Class A Ordinary Shares,NASDAQ
KOYNU,CSLM Digital Asset Acquisition Corp III - Units,NASDAQ
KOYNW,CSLM Digital Asset Acquisition Corp III - Warrants,NASDAQ
KPDD,KraneShares 2x Long PDD Daily ETF,NASDAQ
KPET,KPET Ultra Paceline Corporation Class A Ordinary Shares,NYSE
KPET.U,"KPET Ultra Paceline Corporation Units, each consisting of one Class A Ordinary Share and one-sixth of one Warrant",NYSE
KPET.W,"KPET Ultra Paceline Corporation Warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50 per share",NYSE
KPHO,KraneShares Dragon Capital Growth of Vietnam Index ETF,NYSE Arca
KPLT,"Katapult Holdings, Inc. - Common Stock",NASDAQ
KPO,Kensington Premium Opportunities ETF,Nasdaq
